Council	Year	Category	Breed	total	female	male	desexed	chipped	menacing	dangerous	probationary	disqualified	registered	infringements	prosecutions	destruction	injuries	paid_any_yr	paid_this_yr
Christchurch City	2013	DOG	Poodle, Toy	333	152	181	228	185	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2013	DOG	Retriever, Golden	910	431	479	533	541	1	0	0	0	0	0	0	0	0	0	0
Christchurch City	2013	DOG	Retriever, Labrador	2584	1215	1369	1694	1616	4	2	0	0	0	0	0	0	0	0	0
Christchurch City	2013	DOG	Rottweiler	386	200	186	182	269	5	3	0	0	0	0	0	0	0	0	0
Christchurch City	2013	DOG	Schnauzer, Miniature	593	302	291	374	453	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2013	DOG	Shepherd, German	868	413	455	442	521	13	9	0	0	0	0	0	0	0	0	0
Christchurch City	2013	DOG	Shih Tzu	193	92	101	120	129	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2013	DOG	Spaniel, Cavalier King Charles	328	161	167	205	206	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2013	DOG	Spaniel, Cocker	694	358	336	474	447	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2013	DOG	Spaniel, English Springer	236	108	128	158	161	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2013	DOG	Terrier, American Pit Bull	147	68	79	129	139	128	5	0	0	0	0	0	0	0	0	0
Christchurch City	2013	DOG	Terrier, Fox (Smooth)	812	368	444	610	360	1	0	0	0	0	0	0	0	0	0	0
Christchurch City	2013	DOG	Terrier, Jack Russell	1378	656	722	988	712	2	1	0	0	0	0	0	0	0	0	0
Christchurch City	2013	DOG	Terrier, Staffordshire Bull	888	444	444	498	627	9	4	0	0	0	0	0	0	0	0	0
Christchurch City	2013	DOG	Terrier, West Highland White	413	198	215	265	245	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2013	DOG	_Unidentified_	6230	2904	3326	3777	3883	28	7	0	0	0	0	0	0	0	0	0
Christchurch City	2013	OWN	_	0	0	0	0	0	0	0	0	0	28880	0	0	0	0	0	0
Christchurch City	2013	JST	_	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0
Christchurch City	2013	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	1118	289229	296292
Christchurch City	2014	DOG	_ALL-PURE_	21689	10325	11364	13718	14115	186	29	0	0	0	0	0	0	0	0	0
Christchurch City	2014	DOG	_ALL-CROSS_	13793	6702	7091	9359	10002	200	23	0	0	0	0	0	0	0	0	0
Christchurch City	2014	DOG	_ALL-DOGS_	35482	17027	18455	23077	24117	386	52	0	0	0	0	0	0	0	0	0
Christchurch City	2014	DOG	Beagle	260	130	130	189	166	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2014	DOG	Bichon Frise	1331	637	694	874	900	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2014	DOG	Boxer	421	202	219	281	304	3	1	0	0	0	0	0	0	0	0	0
Christchurch City	2014	DOG	Cattle, Australian	105	61	44	71	55	5	0	0	0	0	0	0	0	0	0	0
Christchurch City	2014	DOG	Chihuahua, Long Coat	394	192	202	195	280	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2014	DOG	Chihuahua, Smooth Coat	122	65	57	62	80	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2014	DOG	Collie, Bearded	126	58	68	72	58	1	0	0	0	0	0	0	0	0	0	0
Christchurch City	2014	DOG	Collie, Border	1129	567	562	704	678	3	0	0	0	0	0	0	0	0	0	0
Christchurch City	2014	DOG	Collie, Rough	56	26	30	29	25	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2014	DOG	Collie, Smooth	53	30	23	5	2	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2014	DOG	Greyhound	165	75	90	121	109	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2014	DOG	Heading	113	59	54	15	8	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2014	DOG	Huntaway	374	171	203	136	117	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2014	DOG	Maltese	266	114	152	172	174	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2014	DOG	Poodle, Miniature	266	121	145	181	176	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2014	DOG	Poodle, Toy	310	141	169	212	191	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2014	DOG	Retriever, Golden	837	388	449	501	552	1	0	0	0	0	0	0	0	0	0	0
Christchurch City	2014	DOG	Retriever, Labrador	2521	1195	1326	1683	1693	4	2	0	0	0	0	0	0	0	0	0
Christchurch City	2014	DOG	Rottweiler	376	191	185	177	281	5	1	0	0	0	0	0	0	0	0	0
Christchurch City	2014	DOG	Schnauzer, Miniature	639	321	318	414	505	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2014	DOG	Shepherd, German	835	403	432	429	535	10	8	0	0	0	0	0	0	0	0	0
Christchurch City	2014	DOG	Shih Tzu	204	95	109	129	144	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2014	DOG	Spaniel, Cavalier King Charles	301	150	151	201	203	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2014	DOG	Spaniel, Cocker	674	356	318	485	450	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2014	DOG	Spaniel, English Springer	237	101	136	165	174	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2014	DOG	Terrier, American Pit Bull	140	68	72	130	135	115	5	0	0	0	0	0	0	0	0	0
Christchurch City	2014	DOG	Terrier, Fox (Smooth)	736	342	394	561	373	1	0	0	0	0	0	0	0	0	0	0
Christchurch City	2014	DOG	Terrier, Jack Russell	1267	586	681	917	745	2	0	0	0	0	0	0	0	0	0	0
Christchurch City	2014	DOG	Terrier, Staffordshire Bull	864	422	442	532	644	7	3	0	0	0	0	0	0	0	0	0
Christchurch City	2014	DOG	Terrier, West Highland White	400	193	207	257	247	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2014	DOG	_Unidentified_	6167	2865	3302	3818	4111	29	9	0	0	0	0	0	0	0	0	0
Christchurch City	2014	OWN	_	0	0	0	0	0	0	0	0	0	28877	0	0	0	0	0	0
Christchurch City	2014	JST	_	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	0
Christchurch City	2014	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	1074	301675	310148
Christchurch City	2015	DOG	_ALL-PURE_	18238	8676	9562	11576	12143	172	26	0	0	0	0	0	0	0	0	0
Christchurch City	2015	DOG	_ALL-CROSS_	12266	5964	6302	8548	9085	174	26	0	0	0	0	0	0	0	0	0
Christchurch City	2015	DOG	_ALL-DOGS_	30504	14640	15864	20124	21228	346	52	0	0	0	0	0	0	0	0	0
Christchurch City	2015	DOG	Beagle	231	117	114	170	151	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2015	DOG	Bichon Frise	1110	549	561	728	753	1	0	0	0	0	0	0	0	0	0	0
Christchurch City	2015	DOG	Boxer	356	164	192	227	242	3	0	0	0	0	0	0	0	0	0	0
Christchurch City	2015	DOG	Cattle, Australian	91	51	40	57	49	3	0	0	0	0	0	0	0	0	0	0
Christchurch City	2015	DOG	Chihuahua, Long Coat	366	172	194	187	248	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2015	DOG	Chihuahua, Smooth Coat	98	56	42	60	64	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2015	DOG	Collie, Bearded	97	39	58	58	45	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2015	DOG	Collie, Border	928	461	467	573	564	2	0	0	0	0	0	0	0	0	0	0
Christchurch City	2015	DOG	Collie, Rough	49	19	30	24	24	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2015	DOG	Collie, Smooth	45	26	19	4	2	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2015	DOG	Greyhound	155	79	76	123	107	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2015	DOG	Heading	96	42	54	9	6	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2015	DOG	Huntaway	319	145	174	112	100	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2015	DOG	Maltese	217	98	119	141	154	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2015	DOG	Poodle, Miniature	218	99	119	154	150	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2015	DOG	Poodle, Toy	259	121	138	180	174	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2015	DOG	Retriever, Golden	655	317	338	390	444	2	0	0	0	0	0	0	0	0	0	0
Christchurch City	2015	DOG	Retriever, Labrador	2112	1005	1107	1440	1445	3	1	0	0	0	0	0	0	0	0	0
Christchurch City	2015	DOG	Rottweiler	319	158	161	150	243	6	3	0	0	0	0	0	0	0	0	0
Christchurch City	2015	DOG	Schnauzer, Miniature	565	275	290	370	447	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2015	DOG	Shepherd, German	681	332	349	372	466	12	6	0	0	0	0	0	0	0	0	0
Christchurch City	2015	DOG	Shih Tzu	184	81	103	112	129	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2015	DOG	Spaniel, Cavalier King Charles	243	121	122	154	165	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2015	DOG	Spaniel, Cocker	565	292	273	396	391	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2015	DOG	Spaniel, English Springer	194	82	112	134	143	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2015	DOG	Terrier, American Pit Bull	126	63	63	104	114	98	4	0	0	0	0	0	0	0	0	0
Christchurch City	2015	DOG	Terrier, Fox (Smooth)	589	263	326	449	323	1	0	0	0	0	0	0	0	0	0	0
Christchurch City	2015	DOG	Terrier, Jack Russell	1052	482	570	756	638	1	0	0	0	0	0	0	0	0	0	0
Christchurch City	2015	DOG	Terrier, Staffordshire Bull	773	383	390	491	572	9	3	0	0	0	0	0	0	0	0	0
Christchurch City	2015	DOG	Terrier, West Highland White	338	159	179	216	218	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2015	DOG	_Unidentified_	5207	2425	2782	3235	3572	31	9	0	0	0	0	0	0	0	0	0
Christchurch City	2015	OWN	_	0	0	0	0	0	0	0	0	0	24603	0	0	0	0	0	0
Christchurch City	2015	JST	_	0	0	0	0	0	0	0	0	0	0	0	27	2	0	0	0
Christchurch City	2015	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	1151	280099	423791
Christchurch City	2016	DOG	_ALL-PURE_	21407	10137	11270	13747	15441	163	25	0	0	0	0	0	0	0	0	0
Christchurch City	2016	DOG	_ALL-CROSS_	15100	7323	7777	10710	11734	210	26	0	0	0	0	0	0	0	0	0
Christchurch City	2016	DOG	_ALL-DOGS_	36507	17460	19047	24457	27175	373	51	0	0	0	0	0	0	0	0	0
Christchurch City	2016	DOG	Beagle	258	122	136	185	184	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2016	DOG	Bichon Frise	1241	598	643	869	910	1	0	0	0	0	0	0	0	0	0	0
Christchurch City	2016	DOG	Boxer	399	189	210	261	309	0	1	0	0	0	0	0	0	0	0	0
Christchurch City	2016	DOG	Cattle, Australian	98	57	41	59	59	3	0	0	0	0	0	0	0	0	0	0
Christchurch City	2016	DOG	Chihuahua, Long Coat	457	218	239	255	353	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2016	DOG	Chihuahua, Smooth Coat	121	62	59	77	84	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2016	DOG	Collie, Bearded	124	55	69	78	70	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2016	DOG	Collie, Border	1134	573	561	726	745	2	0	0	0	0	0	0	0	0	0	0
Christchurch City	2016	DOG	Collie, Rough	56	23	33	31	32	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2016	DOG	Collie, Smooth	46	24	22	4	3	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2016	DOG	Greyhound	200	99	101	163	150	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2016	DOG	Heading	125	62	63	14	12	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2016	DOG	Huntaway	362	166	196	135	137	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2016	DOG	Maltese	268	124	144	174	204	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2016	DOG	Poodle, Miniature	245	113	132	179	179	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2016	DOG	Poodle, Toy	277	125	152	194	192	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2016	DOG	Retriever, Golden	775	377	398	450	580	2	0	0	0	0	0	0	0	0	0	0
Christchurch City	2016	DOG	Retriever, Labrador	2477	1155	1322	1680	1837	3	1	0	0	0	0	0	0	0	0	0
Christchurch City	2016	DOG	Rottweiler	363	177	186	180	275	7	2	0	0	0	0	0	0	0	0	0
Christchurch City	2016	DOG	Schnauzer, Miniature	759	377	382	485	629	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2016	DOG	Shepherd, German	799	371	428	415	590	7	6	0	0	0	0	0	0	0	0	0
Christchurch City	2016	DOG	Shih Tzu	254	118	136	161	187	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2016	DOG	Spaniel, Cavalier King Charles	278	140	138	177	214	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2016	DOG	Spaniel, Cocker	627	322	305	447	466	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2016	DOG	Spaniel, English Springer	255	111	144	175	200	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2016	DOG	Terrier, American Pit Bull	113	56	57	104	104	91	3	0	0	0	0	0	0	0	0	0
Christchurch City	2016	DOG	Terrier, Fox (Smooth)	633	287	346	493	377	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2016	DOG	Terrier, Jack Russell	1155	525	630	846	772	3	0	0	0	0	0	0	0	0	0	0
Christchurch City	2016	DOG	Terrier, Staffordshire Bull	907	430	477	593	732	12	3	0	0	0	0	0	0	0	0	0
Christchurch City	2016	DOG	Terrier, West Highland White	376	182	194	251	270	0	0	0	0	0	0	0	0	0	0	0
Christchurch City	2016	DOG	_Unidentified_	6225	2899	3326	3886	4585	32	9	0	0	0	0	0	0	0	0	0
Christchurch City	2016	OWN	_	0	0	0	0	0	0	0	0	0	29466	0	0	0	0	0	0
Clutha District	2001	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1527	0
Clutha District	2002	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	15	5116	0
Clutha District	2003	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	18	17793	0
Clutha District	2004	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	42	8207	0
Clutha District	2005	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	41	3789	0
Clutha District	2006	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	36	9667	7524
Clutha District	2007	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	40	7453	9579
Clutha District	2008	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	43	3370	5093
Clutha District	2009	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	48	18747	15029
Clutha District	2010	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	46	13277	16459
Clutha District	2011	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	47	8987	5896
Clutha District	2012	JST	_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2012	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	50	40207	18002
Clutha District	2013	DOG	_ALL-PURE_	5176	2554	2622	0	628	14	0	0	0	0	0	0	0	0	0	0
Clutha District	2013	DOG	_ALL-CROSS_	1283	630	653	0	334	16	0	0	0	0	0	0	0	0	0	0
Clutha District	2013	DOG	_ALL-DOGS_	6459	3184	3275	0	962	30	0	0	0	0	0	0	0	0	0	0
Clutha District	2013	DOG	Beagle	13	6	7	0	7	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2013	DOG	Bichon Frise	53	25	28	0	17	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2013	DOG	Boxer	27	13	14	0	11	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2013	DOG	Cattle, Australian	18	14	4	0	5	1	0	0	0	0	0	0	0	0	0	0
Clutha District	2013	DOG	Chihuahua, Long Coat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2013	DOG	Chihuahua, Smooth Coat	25	13	12	0	12	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2013	DOG	Collie, Bearded	84	42	42	0	1	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2013	DOG	Collie, Border	134	89	45	0	21	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2013	DOG	Collie, Rough	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2013	DOG	Collie, Smooth	2214	1025	1189	0	14	1	0	0	0	0	0	0	0	0	0	0
Clutha District	2013	DOG	Greyhound	5	4	1	0	3	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2013	DOG	Heading	280	149	131	0	8	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2013	DOG	Huntaway	568	275	293	0	16	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2013	DOG	Maltese	26	18	8	0	10	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2013	DOG	Poodle, Miniature	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2013	DOG	Poodle, Toy	6	4	2	0	3	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2013	DOG	Retriever, Golden	49	21	28	0	16	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2013	DOG	Retriever, Labrador	477	248	229	0	109	2	0	0	0	0	0	0	0	0	0	0
Clutha District	2013	DOG	Rottweiler	38	20	18	0	18	3	0	0	0	0	0	0	0	0	0	0
Clutha District	2013	DOG	Schnauzer, Miniature	15	5	10	0	10	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2013	DOG	Shepherd, German	53	27	26	0	22	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2013	DOG	Shih Tzu	35	24	11	0	3	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2013	DOG	Spaniel, Cavalier King Charles	21	11	10	0	7	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2013	DOG	Spaniel, Cocker	34	22	12	0	14	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2013	DOG	Spaniel, English Springer	34	19	15	0	15	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2013	DOG	Terrier, American Pit Bull	3	2	1	0	3	3	0	0	0	0	0	0	0	0	0	0
Clutha District	2013	DOG	Terrier, Fox (Smooth)	213	107	106	0	50	1	0	0	0	0	0	0	0	0	0	0
Clutha District	2013	DOG	Terrier, Jack Russell	174	96	78	0	51	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2013	DOG	Terrier, Staffordshire Bull	57	26	31	0	32	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2013	DOG	Terrier, West Highland White	19	7	12	0	3	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2013	DOG	_Unidentified_	496	238	258	0	147	3	0	0	0	0	0	0	0	0	0	0
Clutha District	2013	OWN	_	0	0	0	0	0	0	0	0	0	2924	47	0	0	0	0	0
Clutha District	2013	JST	_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2013	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	43	19829	36414
Clutha District	2014	DOG	_ALL-PURE_	5194	2565	2629	0	687	12	0	0	0	0	0	0	0	0	0	0
Clutha District	2014	DOG	_ALL-CROSS_	1354	682	672	0	372	12	0	0	0	0	0	0	0	0	0	0
Clutha District	2014	DOG	_ALL-DOGS_	6548	3247	3301	0	1059	24	0	0	0	0	0	0	0	0	0	0
Clutha District	2014	DOG	Beagle	11	5	6	0	6	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2014	DOG	Bichon Frise	48	21	27	0	18	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2014	DOG	Boxer	28	14	14	0	12	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2014	DOG	Cattle, Australian	18	12	6	0	5	1	0	0	0	0	0	0	0	0	0	0
Clutha District	2014	DOG	Chihuahua, Long Coat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2014	DOG	Chihuahua, Smooth Coat	32	17	15	0	13	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2014	DOG	Collie, Bearded	74	36	38	0	1	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2014	DOG	Collie, Border	133	90	43	0	26	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2014	DOG	Collie, Rough	5	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2014	DOG	Collie, Smooth	2122	974	1148	0	16	1	0	0	0	0	0	0	0	0	0	0
Clutha District	2014	DOG	Greyhound	10	7	3	0	5	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2014	DOG	Heading	309	162	147	0	9	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2014	DOG	Huntaway	626	299	327	0	14	1	0	0	0	0	0	0	0	0	0	0
Clutha District	2014	DOG	Maltese	26	17	9	0	9	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2014	DOG	Poodle, Miniature	3	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2014	DOG	Poodle, Toy	5	3	2	0	3	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2014	DOG	Retriever, Golden	45	23	22	0	17	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2014	DOG	Retriever, Labrador	483	247	236	0	116	1	0	0	0	0	0	0	0	0	0	0
Clutha District	2014	DOG	Rottweiler	45	22	23	0	20	2	0	0	0	0	0	0	0	0	0	0
Clutha District	2014	DOG	Schnauzer, Miniature	16	7	9	0	11	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2014	DOG	Shepherd, German	55	29	26	0	27	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2014	DOG	Shih Tzu	37	27	10	0	7	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2014	DOG	Spaniel, Cavalier King Charles	16	6	10	0	10	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2014	DOG	Spaniel, Cocker	36	24	12	0	12	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2014	DOG	Spaniel, English Springer	41	21	20	0	19	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2014	DOG	Terrier, American Pit Bull	2	1	1	0	2	2	0	0	0	0	0	0	0	0	0	0
Clutha District	2014	DOG	Terrier, Fox (Smooth)	217	112	105	0	52	1	0	0	0	0	0	0	0	0	0	0
Clutha District	2014	DOG	Terrier, Jack Russell	179	97	82	0	54	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2014	DOG	Terrier, Staffordshire Bull	57	29	28	0	30	1	0	0	0	0	0	0	0	0	0	0
Clutha District	2014	DOG	Terrier, West Highland White	15	4	11	0	3	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2014	DOG	_Unidentified_	500	255	245	0	169	2	0	0	0	0	0	0	0	0	0	0
Clutha District	2014	OWN	_	0	0	0	0	0	0	0	0	0	2924	49	0	0	0	0	0
Clutha District	2014	JST	_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2014	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	45	23269	31107
Clutha District	2015	DOG	_ALL-PURE_	5087	2504	2583	0	720	8	0	0	0	0	0	0	0	0	0	0
Clutha District	2015	DOG	_ALL-CROSS_	1364	661	703	0	445	19	0	0	0	0	0	0	0	0	0	0
Clutha District	2015	DOG	_ALL-DOGS_	6451	3165	3286	0	1165	27	0	0	0	0	0	0	0	0	0	0
Clutha District	2015	DOG	Beagle	12	6	6	0	6	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2015	DOG	Bichon Frise	45	23	22	0	18	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2015	DOG	Boxer	24	11	13	0	10	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2015	DOG	Cattle, Australian	14	10	4	0	4	1	0	0	0	0	0	0	0	0	0	0
Clutha District	2015	DOG	Chihuahua, Long Coat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2015	DOG	Chihuahua, Smooth Coat	37	19	18	0	13	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2015	DOG	Collie, Bearded	73	38	35	0	0	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2015	DOG	Collie, Border	132	85	47	0	31	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2015	DOG	Collie, Rough	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2015	DOG	Collie, Smooth	1997	914	1083	0	13	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2015	DOG	Greyhound	13	8	5	0	6	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2015	DOG	Heading	344	187	157	0	8	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2015	DOG	Huntaway	648	295	353	0	11	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2015	DOG	Maltese	26	16	10	0	7	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2015	DOG	Poodle, Miniature	3	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2015	DOG	Poodle, Toy	4	3	1	0	3	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2015	DOG	Retriever, Golden	43	22	21	0	17	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2015	DOG	Retriever, Labrador	482	245	237	0	129	1	0	0	0	0	0	0	0	0	0	0
Clutha District	2015	DOG	Rottweiler	37	16	21	0	16	1	0	0	0	0	0	0	0	0	0	0
Clutha District	2015	DOG	Schnauzer, Miniature	18	8	10	0	11	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2015	DOG	Shepherd, German	54	30	24	0	33	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2015	DOG	Shih Tzu	40	29	11	0	11	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2015	DOG	Spaniel, Cavalier King Charles	14	5	9	0	9	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2015	DOG	Spaniel, Cocker	39	26	13	0	15	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2015	DOG	Spaniel, English Springer	41	19	22	0	20	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2015	DOG	Terrier, American Pit Bull	4	3	1	0	4	2	0	0	0	0	0	0	0	0	0	0
Clutha District	2015	DOG	Terrier, Fox (Smooth)	209	105	104	0	55	1	0	0	0	0	0	0	0	0	0	0
Clutha District	2015	DOG	Terrier, Jack Russell	165	93	72	0	50	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2015	DOG	Terrier, Staffordshire Bull	48	22	26	0	26	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2015	DOG	Terrier, West Highland White	17	7	10	0	6	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2015	DOG	_Unidentified_	502	258	244	0	187	2	0	0	0	0	0	0	0	0	0	0
Clutha District	2015	OWN	_	0	0	0	0	0	0	0	0	0	2899	39	0	0	0	0	0
Clutha District	2015	JST	_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clutha District	2015	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	47	8089	9495
Clutha District	2016	DOG	_ALL-PURE_	5105	2559	2546	0	804	11	0	0	0	0	0	0	0	0	0	0
